id,city,name,address
B0011B237010001,济南,招商银行济南分行,济南市高新区经十路7000号汉峪金融商务中心四区1号楼
B0011B244060001,佛山,招商银行佛山分行,佛山市南海区桂城街道灯湖东路12号（一至四层、七至九层）
B0011B250000001,重庆,招商银行重庆分行,重庆市北部新区星光大道88号
B0011B251010001,成都,招商银行成都分行,四川省成都市武侯区人民南路三段一号
B0011B261010001,西安,招商银行西安分行,西安市高新二路1号
B0011L211000001,北京,招商银行北京通州分行,北京市通州区九棵树中路1至9号（单号）
B0011L350020001,重庆,招商银行重庆涪陵分行,重庆市涪陵区兴华中路八段65号
B0011M236010001,南昌,招商银行南昌阳明路支行,南昌市阳明路178号
B0011M236010002,南昌,招商银行南昌福州路支行,南昌市福州路46号
B0011M236010003,南昌,招商银行南昌站前西路支行,南昌市站前西路277号
B0011M236010004,南昌,招商银行南昌铁路支行,南昌市站前路53号
B0011M236010005,南昌,招商银行南昌金域名都支行,南昌市青山湖区洪都北大道299号金域名都小区
B0011M236010006,南昌,招商银行南昌洪城支行,南昌市洪城路588号
B0011M236010007,南昌,招商银行南昌青山湖支行,南昌市青山湖区南京东路399号
B0011M236010008,南昌,招商银行南昌朝阳支行,南昌市西湖区洪城路987号
B0011M236010009,南昌,招商银行赣江新区支行,南昌市经开区双港西大街999号万科金域国际
B0011M236010010,南昌,招商银行南昌北京西路支行,南昌市北京西路117号
B0011M236010011,南昌,招商银行南昌昌南支行,南昌市南昌县莲塘镇澄湖东路1111号玺悦城23#楼
